userId,movieId,tag,timestamp
3,260,classic,1439472355
3,260,sci-fi,1439472256
4,1732,dark comedy,1573943598
4,1732,great dialogue,1573943604
4,7569,so bad it's good,1573943455
4,44665,unreliable narrators,1573943619
4,115569,tense,1573943077
4,115713,artificial intelligence,1573942979
4,115713,philosophical,1573943033
4,115713,tense,1573943042
4,148426,so bad it's good,1573942965
4,164909,cliche,1573943721
4,164909,musical,1573943714
4,168250,horror,1573945163
4,168250,unpredictable,1573945171
19,2160,Oscar (Best Supporting Actress),1446909853
19,7099,adventure,1445286141
19,7099,anime,1445286127
19,7099,ecology,1445286153
19,7099,fantasy,1445286144
19,7099,Hayao Miyazaki,1445286120
19,7099,Miyazaki,1445286148
19,7099,post-apocalyptic,1445286136
20,1210,bah,1155082282
43,434,Clint Eastwood,1170492549
68,3481,music,1472113217
84,194728,art,1549387440
84,194728,contemporary art,1549387437
84,194728,documentary,1549387432
87,1127,aliens,1542308477
87,1127,amazing photography,1542308501
87,1127,Director: James Cameron,1542308487
87,1127,first contact,1542308468
87,1127,James Cameron,1542308492
87,1127,Michael Biehn,1542308483
87,1127,sci-fi,1542308464
87,6537,android(s)/cyborg(s),1542309549
87,6537,apocalypse,1542309703
87,6537,Arnold Schwarzenegger,1542309595
87,6537,artificial intelligence,1542309599
87,6537,franchise,1542309536
87,6537,terminator,1542309735
87,6537,time travel,1542309532
87,72998,James Cameron,1542308389
87,72998,sci-fi,1542308408
87,72998,science fiction,1542308395
87,79132,sci-fi,1522675497
87,102445,inferior sequel,1522677007
87,102445,setting:London (UK) (future),1522677058
87,102445,unoriginal,1522677043
87,104841,bad science,1522676752
87,109487,good science,1522676693
87,109487,Hans Zimmer,1522676679
87,109487,philosophical issues,1522676687
87,109487,sci-fi,1522676660
87,109487,science fiction,1522676703
87,109487,space,1522676664
87,109487,space travel,1522676685
87,109487,time-travel,1522676667
87,109487,visually appealing,1522676682
91,215,bittersweet,1415131183
91,215,boring,1415914643
91,215,conversation,1415131159
91,215,dialogue driven,1415131169
91,215,loneliness,1415131180
91,215,love story,1415131196
91,215,philosophical,1415131228
91,215,philosophy,1415131215
91,215,quirky,1415914797
91,215,reflective,1415131174
91,215,romantic,1415131173
91,215,thought-provoking,1415131203
91,215,Vienna,1415914755
91,215,wistful,1415914789
91,590,American Civil War,1414248567
91,590,based on book,1414248543
91,590,bittersweet,1414248546
91,590,culture clash,1414248582
91,590,drama,1414248538
91,590,indians,1414248604
91,590,love story,1414248535
91,590,war,1414248586
91,590,western,1414248596
91,1619,Buddhism,1389309614
91,1619,China,1389309619
91,1619,great cinematography,1389309592
91,1619,JOURNEY OF SELF-DISCOVERY,1389309596
91,1619,mountains,1389309610
91,1619,traveling,1389309607
91,1719,atmospheric,1414932665
91,1719,based on a book,1414932650
91,1719,Canada,1414932654
91,1719,death,1414932717
91,1719,Incest,1414932657
91,1719,meditative,1414932635
91,1719,melancholic,1414932660
91,1719,Nudity (Full Frontal),1414932679
91,1719,small town,1414932683
91,1719,wintry,1414932700
91,1962,aging,1414703813
91,1962,based on a play,1414703896
91,1962,boring,1414703922
91,1962,Drama,1414703854
91,1962,friendship,1414703861
91,1962,Morgan Freeman,1414703875
91,1962,no action,1414703922
91,1962,old age,1414703857
91,1962,racism,1414703880
91,1962,Southern theme,1414703882
91,1962,USA,1414703885
91,2324,bittersweet,1404508243
91,2324,emotional,1404508252
91,2324,heartwarming,1405162775
91,2324,Holocaust,1389309722
91,2324,Italy,1389309737
91,2324,love,1389309735
91,2324,Oscar (Best Foreign Language Film),1404508261
91,2324,Oscar Winner,1404508239
91,2324,sentimental,1389309725
91,2324,survival,1404508257
91,2628,adventure,1406474907
91,2628,fantasy,1406474916
91,2628,music,1406474905
91,2628,Natalie Portman,1406474902
91,2628,robots,1406474862
91,2628,sci-fi,1406474865
91,2628,space,1406474897
91,2628,Star Wars,1406474879
91,3148,abortion,1414335320
91,3148,based on a book,1414335090
91,3148,charlize theron,1414335302
91,3148,Drama,1414335121
91,3148,Incest,1414335124
91,3148,medicine,1414335340
91,3148,orphans,1414335312
91,3148,Tobey Maguire,1414335104
91,3481,based on a book,1399117141
91,3481,break-up,1399117159
91,3481,Catherine Zeta-Jones,1399117136
91,3481,funny,1399117119
91,3481,relationships,1399117124
91,4022,island,1400957839
91,4022,SURVIVAL,1400957850
91,4235,boring,1406059373
91,4235,dogs,1405874817
91,4235,drama,1405874824
91,4235,multiple storylines,1405874854
91,5378,action,1406474940
91,5378,adventure,1406474943
91,5378,aliens,1406474945
91,5378,fantasy,1406474948
91,5378,George Lucas,1406474936
91,5378,robots,1406474952
91,5378,romance,1406474950
91,5378,sci-fi,1406474955
91,5378,space,1406474957
91,5378,Star Wars,1406474960
91,6870,based on a book,1393795254
91,6870,Drama,1393795227
91,6870,family,1393795249
91,6870,mystery,1393795231
91,6870,powerful ending,1393795234
91,6870,twist ending,1393795240
91,8207,adapted from:book,1417274532
91,8207,assassin,1417274496
91,8207,assassination,1417274509
91,8207,History,1417274543
91,8207,interesting,1417274521
91,8207,Southern Europe,1417274511
91,8207,tense,1417274493
91,8207,thriller,1417274507
91,8638,bittersweet,1415914716
91,8638,boring,1415914739
91,8638,dialogue,1415914698
91,8638,emotional,1415914675
91,8638,Paris,1415914704
91,8638,philosophical,1415914722
91,8638,quirky,1415914679
91,8638,romance,1415914710
91,8638,romantic,1415914672
91,8958,adultery,1413670959
91,8958,biographical,1413670831
91,8958,Biography,1413670823
91,8958,blindness,1413670932
91,8958,disability,1413670935
91,8958,drug addiction,1413670928
91,8958,drugs,1413670864
91,8958,genius,1413670834
91,8958,great acting,1413670838
91,8958,history,1413670881
91,8958,music,1413670841
91,8958,music business,1413670951
91,8958,musical,1413670957
91,8958,rhythm & blues,1413670942
91,8973,boring,1413403374
91,8973,Catholicism,1413403254
91,8973,child abuse,1413403400
91,8973,drugs,1413403405
91,8973,enigmatic,1413403268
91,8973,Gay sex,1413403374
91,8973,mistaken identity,1413403295
91,8973,queer,1413403279
91,8973,soccer,1413403398
91,8973,spanish,1413403410
91,27727,alcoholism,1412431592
91,27727,complex characters,1412431587
91,27727,confusing,1412431571
91,27727,Germany,1412431606
91,27727,loneliness,1412431612
91,27727,love story,1412431578
91,27727,Nudity (Full Frontal),1412431604
91,27803,biomedical ethics,1405250768
91,27803,death,1405250857
91,27803,disability,1405250854
91,27803,emotional,1405250760
91,27803,euthanasia,1405250851
91,27803,FIGHTING THE SYSTEM,1405250897
91,27803,meditative,1405250785
91,27803,Oscar (Best Foreign Language Film),1405250932
91,27803,SUICIDE,1405250844
91,27803,suicide attempt,1405250836
91,27803,terminal illness,1405250834
91,27803,touching,1405250774
91,27803,true story,1405250777
91,30803,boring,1414925369
91,30803,deliberate,1414872578
91,30803,nonsense,1414925398
91,30803,philosophycal,1414872512
91,30803,quiet,1414872517
91,30803,quirky,1414872522
91,30803,silent,1414872494
91,30803,very little dialogue,1414872498
91,37741,biopic,1403990776
91,37741,character study,1403990756
91,37741,death penalty,1403990817
91,37741,gay,1403990812
91,37741,journalism,1403990809
91,37741,prison,1403990804
91,37741,thought provoking,1403990752
91,37741,writers,1403990750
91,40819,based on a true story,1414865361
91,40819,biography,1414865364
91,40819,bittersweet,1414865382
91,40819,Joaquin Phoenix,1414865433
91,40819,love,1414865372
91,40819,music,1414865368
91,40819,music business,1414865370
91,40819,true story,1414865377
91,41285,Disturbing,1398892248
91,41285,interesting,1398892221
91,41285,murder mystery,1398892288
91,41285,non-hollywood ending,1398892278
91,41285,twist,1398892238
91,41285,twist ending,1398892243
91,43376,based on a true story,1412536129
91,43376,simple,1412536147
91,43376,Straight forward,1412536434
91,43376,strong woman,1412536133
91,43376,WOMEN DURING WARTIME,1412536157
91,43376,World War II,1412536159
91,48696,cynical,1390132736
91,48696,disturbing,1390132782
91,48696,drama,1390132720
91,48696,family,1390132794
91,48696,Nudity (Topless - Notable),1390132710
91,48696,Nudity (Topless),1390132714
91,48696,psychology,1390132708
91,48696,reflective,1390132705
91,48696,small town,1390132749
91,49772,emotional,1390176229
91,49772,epidemic,1390176247
91,49772,husband-wife relationship,1390176200
91,49772,romance,1390176218
91,49772,science,1390176215
91,49772,scientific research,1390176211
91,55276,George Clooney,1421185091
91,55276,lawyers,1421185095
91,55814,based on a true story,1400957487
91,55814,depressing,1400957500
91,55814,disability,1400957524
91,55814,hospital,1400957520
91,55814,marriage,1400957511
91,55814,thought-provoking,1400957494
91,55814,touching,1400957481
91,55814,true story,1400957484
91,56389,bittersweet,1404658877
91,56389,boring,1404658892
91,56389,Jude Law,1404658912
91,56389,Natalie Portman,1404658914
91,56389,road movie,1404658903
91,56389,soundtrack,1404658897
91,56389,visually appealing,1404658880
91,59018,alternate endings,1406145376
91,59018,beautiful,1406145338
91,59018,humanity,1406145341
91,59018,quirky,1406145432
91,59018,quirky style,1406145434
91,59018,romance,1406145344
91,59018,solitude,1406145388
91,60950,awkward,1412424986
91,60950,Barcelona,1412424925
91,60950,love,1412424990
91,60950,relationships,1412424978
91,60950,romance,1412424952
91,60950,threesome,1412424943
91,60950,visually appealing,1412424945
91,68159,congressman,1419630185
91,68159,corruption,1419630169
91,68159,journalism,1419630135
91,68159,mistress,1419630204
91,68159,murder,1419630147
91,68159,newspaper,1419630180
91,68159,political corruption,1419630146
91,68159,politics,1419630175
91,68159,secrets,1419630172
91,68159,tense,1419630188
91,69757,bittersweet,1407877212
91,69757,Funny,1407877196
91,69757,humorous,1407877184
91,69757,love,1407877199
91,69757,nonlinear,1407877206
91,69757,relationships,1407877215
91,69757,romance,1407877180
91,71033,drama,1388323435
91,71033,excellent script,1388323402
91,71033,love,1388323408
91,71033,mystery,1388323412
91,71033,nostalgic,1388323416
91,71033,revenge,1388323428
91,72998,effects,1415448510
91,72998,environmental,1415448520
91,72998,music,1415448517
91,72998,sci-fi,1415448500
91,72998,thought-provoking,1415448524
91,79132,action,1389309556
91,79132,alternate reality,1389309535
91,79132,drama,1389309539
91,79132,psychology,1389309544
91,79132,thought-provoking,1389309550
91,79132,twist ending,1389309547
91,80969,atmospheric,1412424740
91,80969,based on a book,1412424754
91,80969,cynical,1412424759
91,80969,depressing,1412424729
91,80969,disturbing,1412424733
91,80969,dystopia,1412424736
91,80969,emotional,1412424793
91,80969,love story,1412424799
91,80969,thought-provoking,1412424805
91,81845,based on a true story,1389309511
91,81845,complex characters,1389309487
91,81845,drama,1389309499
91,81845,Oscar (Best Picture),1389309517
91,85414,mindfuck,1448114818
91,85414,sci-fi,1448114824
91,88744,action,1405174626
91,88744,Alzheimer's disease,1405174662
91,88744,Animals,1405174660
91,88744,genetics,1405174589
91,88744,sci-fi,1405174657
91,88744,thought-provoking,1405174592
91,88744,touching,1405174596
91,88744,virus,1405174603
91,90866,adapted from:book,1405251930
91,90866,bittersweet,1405251890
91,90866,children,1405251910
91,90866,cinematography,1405251916
91,90866,fantasy,1405251956
91,90866,nostalgic,1405251886
91,90866,Paris,1405251883
91,90866,robots,1405251923
91,90866,visually appealing,1405251881
91,93498,based on a true story,1400957563
91,93498,campaign manager,1400957567
91,93498,politics,1400957554
91,93498,real life,1400957557
91,93721,Fish,1400957661
91,93721,food,1400957663
91,93721,Ginza,1400957666
91,93721,Japan,1400957623
91,93721,Michelin,1400957670
91,93721,sushi,1400957676
91,93721,Tokyo,1400957672
91,93721,Tsukiji,1400957675
91,97870,disability,1415911826
91,97870,drama,1415911726
91,97870,humor,1415911622
91,97870,nudity (full frontal),1415911617
91,97870,relationships,1415911626
91,97870,sexuality,1415911629
91,97870,static,1415911822
91,97870,strange,1415911758
91,97870,uncomfortable,1415911799
91,98154,biography,1389309446
91,98154,history,1389309466
91,98154,oscar (best directing),1389309455
91,98154,US President,1389309468
91,104337,president; butler,1422659186
91,104913,Ferrari,1389309656
91,104913,Formula 1,1389309638
91,104913,great skill,1389309679
91,104913,interesting characters,1389309652
91,104913,racing,1389309644
91,104913,sports,1389309648
91,104913,unpredictable,1389309664
91,105211,depressing,1428432717
91,105211,happy ending,1428432733
91,105211,middle-aged protagonist,1428432721
91,105211,warm,1428432727
91,105504,captain,1389309356
91,105504,ocean,1389309366
91,105504,suspense,1389309350
91,105504,true story,1389309369
91,106100,disease,1392415008
91,106100,Matthew McConaughey,1392414970
91,106100,medical,1392414987
91,106438,based on a book,1421184835
91,106438,based on a true story,1421184882
91,106438,bittersweet,1421184814
91,106438,dramatic comedy,1421184846
91,106438,sad,1421184861
91,106438,story,1421184843
91,106438,true story,1421184807
91,106441,adapted from:book,1391028867
91,106441,narration,1391028873
91,106441,touching,1391028858
91,106441,World War II,1391028880
91,106766,atmospheric,1415448386
91,106766,boring,1415448416
91,106766,cats,1415448423
91,106766,depressing,1415448410
91,106766,folk music,1415448434
91,106766,New York City,1415448393
91,106782,Nudity (Full Frontal),1389309282
91,106782,Nudity (Topless),1389309291
91,106782,repetitive,1389309240
91,106782,Wall Street,1389309247
91,106920,artificial intelligence,1392414629
91,106920,bittersweet,1392414595
91,106920,Human Computer Interaction,1392414625
91,106920,Joaquin Phoenix,1414865458
91,106920,landscape,1392414802
91,106920,letters,1392414623
91,106920,loneliness,1392414620
91,106920,meaning of life,1392414600
91,106920,original plot,1392414708
91,106920,philosophical,1392414607
91,106920,psychology,1392414613
91,106920,sad,1392414717
91,106920,thought-provoking,1392414616
91,106983,Nudity (Topless),1398892423
91,106983,repeating,1398892441
91,106983,simple,1398892463
91,107069,Afghanistan,1390606482
91,107069,friendship,1392415078
91,107069,seals,1390606474
91,107069,true story,1390606479
91,108727,naration,1391379315
91,108727,Nudity (Full Frontal - Notable),1391378386
91,108727,sexuality,1391378811
91,108727,story,1391378677
91,108928,based on a true story,1399225524
91,108928,George Clooney,1399225544
91,108928,german sync,1399225528
91,108928,matt damon,1399225538
91,108981,Lars von Trier,1392414551
91,108981,Nudity (Full Frontal - Notable),1392414541
91,108981,pornography,1392414544
91,108981,sexuality,1392414547
91,108981,Unexpected Ending,1392414569
91,109374,quirky,1412424875
91,109374,visually appealing,1412424862
91,109487,interesting ideea,1415904647
91,109487,original,1415904653
91,109487,philosophical issues,1415904686
91,109487,sentimental,1415904671
91,109487,space,1415904616
91,109487,spectacle,1415904677
91,109487,thought-provoking,1415904620
91,109487,time-travel,1415904606
91,109487,wormhole,1415904635
91,110433,espionage,1490008618
91,110433,Jean Dujardin,1490008638
91,110433,love story,1490008643
91,111622,bitterswee,1406474778
91,111622,music,1406474813
91,111622,new york,1406474804
91,111622,romance,1406474709
91,111622,soundtrack,1406474688
91,111622,story,1406474700
91,111759,action,1403432685
91,111759,future,1403432670
91,111759,original plot,1403432673
91,111759,sci-fi,1403432676
91,111759,time loop,1403432696
91,111759,time travel,1403432679
91,111759,Tom Cruise,1403432688
91,111759,war,1403432693
91,112370,dialogue,1404508717
91,112370,plot holes,1404508707
91,112370,ridiculous dialogue,1404508711
91,112370,robots,1404508714
91,112370,transformers,1404508702
91,112370,weak story,1404508709
91,112552,drama,1448114470
91,112552,education,1448114467
91,112552,good acting,1448114474
91,112552,jazz,1448114461
91,112552,motivation,1448114487
91,112552,perfectionism,1448114479
91,112552,psychological,1448114476
91,112556,adultery,1413280833
91,112556,Ben Affleck,1413280836
91,112556,false accusation,1413280822
91,112556,good adaptation,1413280852
91,112556,Infidelity,1413280806
91,112556,marriage,1413280818
91,112556,meticulous,1413280777
91,112556,mindfuck,1413280779
91,112556,murder,1413280807
91,112556,Psychopathy,1413280781
91,112556,unpredictable,1413280783
91,112623,action,1405162500
91,112623,emotional,1405162357
91,112623,genetics,1405162806
91,112623,Matt Reeves,1405162812
91,112623,relationships,1405162500
91,112623,virus,1405162801
91,112852,Action,1413391093
91,112852,comic,1413391116
91,112852,fantasy,1413391174
91,112852,sci-fi,1413391134
91,112852,space,1413391099
91,112852,superheroes,1413391222
91,112852,talking animals,1413391097
91,112852,Vin Diesel,1413391128
91,112940,counterespionage,1419704398
91,112940,slow,1419704404
91,114662,based on a book,1422659131
91,115170,Law,1421184762
91,115210,acting,1414704223
91,115210,action,1414704223
91,115210,Brad Pitt,1414704128
91,115210,David Ayer,1414704356
91,115210,drama,1414704152
91,115210,sentimental,1414704152
91,115210,to much war,1414704239
91,115210,war hero,1414704223
91,115210,World War II,1414704106
91,115713,artificial intelligence,1448113515
91,115713,Drama,1448113537
91,115713,Manipulations,1448113548
91,115713,philosophical,1448113523
91,115713,sci-fi,1448113518
91,115713,technology,1448113550
91,115713,thought provoking,1448113534
91,116397,mental illness,1417274722
91,116397,surprising,1417274631
91,116397,twisted end,1417274617
91,116797,code breaking,1422659241
91,116797,Computers,1422659264
91,116797,cryptography,1422659229
91,116797,genius,1422659252
91,116797,history,1422659245
91,116797,informatics,1422659255
91,116797,mathematics,1422659237
91,116797,World War II,1422659224
91,117176,love,1448114710
91,117176,physics,1448114704
91,117176,science,1448114713
91,117176,Stephen Hawking,1448114700
91,117176,True story,1448114707
91,117871,image,1422659356
91,117871,Olga Kurylenko,1422659453
91,117871,story,1422659365
91,134130,based on book,1448113771
91,134130,Improvisation,1448113768
91,134130,mars,1448113754
91,134130,matt damon,1448113761
91,134130,NASA,1448113760
91,134130,Near Future,1448113756
91,134130,predictible,1448113813
91,134130,sci-fi,1448113738
91,134130,scientific,1448113751
91,134130,Space,1448113734
91,134130,Survival Instinct,1448113773
91,134214,boring,1448113621
91,134214,no action,1448113637
91,140627,romance,1490008676
91,140627,war,1490008675
91,165551,adoption,1490008595
91,165551,Oscar Nominee: Best Picture,1490008592
93,7147,dreamlike,1496543855
93,7147,Fantasy,1496543870
93,7147,imagination,1496543851
93,7147,surreal,1496543859
93,7147,surrealism,1496543872
93,7147,truth vs. fantasy,1496543884
93,116855,gay,1496547445
93,116855,gay romance,1496547442
95,77307,disturbing,1510325260
95,77307,surrealism,1510325225
110,260,action,1437790690
110,260,adventure,1437790680
110,260,fantasy,1437790687
110,260,space adventure,1437790694
110,68099,overcoming obstacles,1437791138
110,68099,space adventure,1437791138
110,68099,teamwork,1437791138
113,608,Coen Brothers,1478897219
113,608,dark comedy,1478897216
113,608,quirky,1478897224
113,608,witty,1478897222
113,7361,philosophy,1478899104
113,7361,surreal,1478899097
114,5989,based on a true story,1565866135
114,5989,smart,1565866136
114,5989,Tom Hanks,1565866126
114,122904,4th wall,1560112933
114,122904,crude language,1560112908
114,122904,parody,1560112920
114,122904,soulless,1560112898
142,74754,cult film,1490509107
142,74754,so bad it's good,1490509104
142,74754,unintentional comedy,1490509101
150,104879,dark,1422348976
150,104879,missing children,1422348976
150,104879,torture,1422348976
151,2628,Ewan McGregor,1449428600
151,2628,Jar Jar Binks,1449428614
151,2628,robots,1449428608
151,5445,sci-fi,1449428539
151,5445,Tom Cruise,1449428551
151,120466,AI,1449428701
151,120466,artificial intelligence,1449428716
151,120466,robots,1449428698
163,4748,karate,1200697859
172,356,emotional,1423406599
172,356,inspiring,1423406599
172,356,purpose in life,1423406599
172,5524,summer,1424103875
187,79796,ambush,1282119832
187,79796,England,1282119814
187,79796,Romans,1282119676
187,79796,violent,1282119644
187,91007,dark,1427089602
187,91007,television,1427089602
187,91007,violent,1427089602
195,8622,Michael Moore,1545216405
195,8622,propaganda,1545216412
195,97306,metafiction,1545130337
195,109487,Christopher Nolan,1545129659
195,115713,artificial intelligence,1545129560
195,115713,turing test,1545129573
195,184685,impressive visuals,1545130234
195,184685,magic,1545130222
195,184685,mystery,1545130257
195,184685,tang dynasty,1545130187
203,67197,aliens,1252943989
203,67197,Nicolas Cage,1252943991
203,67197,sci-fi,1252943986
204,112552,art,1435427624
204,112552,manipulation,1435427624
204,112552,psychology,1435427624
204,129657,free running,1436637240
204,129657,no story,1436637240
204,129657,parkour,1436637240
210,3,funny,1461974440
210,1265,funny,1461974459
210,3450,funny,1461974421
210,140653,running,1461974369
220,151367,abduction,1453320829
220,151367,bound,1453320930
220,151367,canada,1453320888
220,151367,dark humor,1453320837
220,151367,gagged,1453320932
220,151367,kidnapping,1453320831
220,151367,montreal,1453320890
220,151367,nightmares,1453320878
220,151367,small cast,1453320884
220,151367,twist ending,1453320934
220,151367,twisted,1453320834
225,318,bad ending,1270201242
225,3354,death,1270719832
225,3504,Nudity (Topless - Brief),1270718734
225,3504,Oscar (Best Actor),1270718715
225,3504,Oscar (Best Actress),1270718718
225,3504,Oscar (Best Supporting Actress),1270718711
225,3504,want to see again,1270718726
225,8957,Disturbing,1270719269
225,8957,Sick,1270719255
225,8965,animation,1270929793
225,8965,big budget,1270929807
225,8965,Christian,1270929802
225,8965,Christmas,1270929791
225,8965,family,1270929801
225,8965,Tom Hanks,1270929787
225,27618,starts well but fails you in the middle till the end,1270368216
225,44761,film noir,1270673839
225,44761,low budget,1270673757
225,47997,decline of civilization,1270718615
225,47997,future,1270718621
225,47997,prophetic,1270718658
225,47997,space,1270718612
225,59256,sex with the enemy,1270120246
225,60072,action,1270913533
225,60072,assassin,1270913462
225,60072,brutal violence,1270913388
225,60072,gun fu,1270913498
225,60072,murder,1270913474
225,60072,plot twist,1270913549
225,60072,stylized violence,1270913519
225,60072,TOO much violence,1270913419
225,60072,twist,1270913539
225,60074,Amazing!,1270913695
225,60074,anti-hero,1270913656
225,60074,bad ending,1270913607
225,60074,better than expected,1270913620
225,60074,Charlize Theron,1270913624
225,60074,innovative,1270913668
225,60074,movie to see,1270913633
225,60074,plot twist,1270913636
225,60074,superhero,1270913640
225,60074,Will Smith,1270913731
225,60516,enjoyable,1270913597
225,60516,good laughs,1270913591
225,65567,twist,1270196420
225,65567,Unexpected Ending,1270196449
233,17,chick flick,1137238028
233,150,space program,1137238380
233,318,stephan king,1137238408
233,380,Special effects,1137238490
233,2997,off-beat comedy,1137238377
233,3114,Disney,1137238378
233,5349,Special effects,1137238491
233,44828,netflixq,1146550894
235,253,atmospheric,1513501380
235,253,based on a book,1513501378
235,253,cult classic,1513501374
235,253,homoerotic subtext,1513501200
235,920,anti-romantic ending,1513481960
235,920,racist,1513481924
235,4878,atmospheric,1513480488
235,4878,dreamlike,1513480492
235,4878,great soundtrack,1513480551
235,4878,original,1513480497
235,4878,philosophy,1513480508
235,4878,psychology,1513480495
235,4878,quirky,1513480483
235,4878,sci-fi,1513480506
235,4878,stylized,1513480501
235,4878,surreal,1513480481
235,4878,thought-provoking,1513480490
235,4878,time travel,1513480475
235,4878,weird,1513480472
235,31658,Studio Ghibli,1511746309
235,57669,black comedy,1511746338
235,57669,comedy,1511746351
235,57669,friendship,1511746340
235,122916,awesome,1511746557
235,122916,colorful,1511746548
235,122916,humor,1511746550
235,122916,Jeff Goldblum,1511746543
235,122916,Taika Waititi,1511746540
235,122916,unconventional,1511746554
254,1835,Heartbreaking,1539309703
254,1835,Sad,1539309694
254,103315,Sad,1539309740
257,260,classic sci-fi,1436899866
257,260,good vs evil,1436900162
257,356,funny,1436900341
257,356,great acting,1436900341
257,356,touching,1436900341
257,593,brilliant,1438189329
257,593,dark,1438189329
257,593,scary,1438189329
257,4720,atmospheric,1438190183
257,4720,ghosts,1438190163
257,4720,scary,1438190153
264,178,Bisexual,1543390250
264,178,Canadian,1543390204
264,178,dark comedy,1543390273
264,178,Distopian,1543390595
264,178,Indy,1543390219
264,178,Lgbt,1543390255
264,178,Mystery,1543390254
264,178,Thomas Gibson,1543390229
264,260,aliens,1543390134
264,260,oldie but goodie,1543390130
264,260,scifi cult,1543390105
264,260,space,1543390120
264,260,space adventure,1543390112
264,296,assassin,1543393395
264,296,Black comedy,1543393382
264,296,cult film,1543393377
264,296,dark comedy,1543393372
264,296,Quentin Tarantino,1543393375
264,296,stylized,1543393386
264,296,violence,1543393380
264,1203,classic,1543391348
264,1203,courtroom,1543391352
264,1203,courtroom drama,1543391342
264,1203,group psychology,1543391345
264,1203,Old,1543391366
264,1203,social commentary,1543391340
264,1203,thought-provoking,1543391338
264,1297,college,1543392578
264,1297,Geeks,1543392585
264,1297,nerds,1543392580
264,1297,smart comedy,1543392576
264,1297,teen comedy,1543392588
264,1297,witty,1543392582
264,1653,dystopia,1543393289
264,1653,dystopic future,1543393305
264,1653,future,1543393299
264,1653,futuristic,1543393320
264,1653,genetic selection,1543393313
264,1653,genetics,1543393292
264,1653,intelligent,1543393295
264,1653,powerful ending,1543393297
264,1653,space travel,1543393303
264,1653,thought-provoking,1543393291
264,1653,Uma Thurman,1543393300
264,1653,underdog,1543393325
264,1653,visually appealing,1543393294
264,1682,alternate reality,1543391521
264,1682,dark comedy,1543391516
264,1682,dystopia,1543391519
264,1682,Jim Carrey,1543391513
264,1682,mindfuck,1543391529
264,1682,poignant,1543391533
264,1682,reality TV,1543391537
264,1682,small town,1543391526
264,1735,based on a book,1543390987
264,1735,Bisexuality,1543391032
264,1735,Great soundtrack,1543391016
264,1735,Historic,1543390993
264,1735,Sexy,1543391002
264,1747,black comedy,1543390800
264,1747,comedy,1543390809
264,1747,conspiracy,1543390804
264,1747,corruption,1543390802
264,1747,cover up,1543390813
264,1747,political,1543390806
264,1747,politics,1543390799
264,1747,satire,1543390797
264,1747,unique,1543390822
264,1747,US President,1543390811
264,1923,crude humor,1543393684
264,1923,sexual,1543393688
264,1923,stupid,1543393690
264,1968,cliche,1543392684
264,1968,coming of age,1543392652
264,1968,coming-of-age,1543392655
264,1968,cult film,1543392648
264,1968,great music,1543392660
264,1968,John Hughes,1543392657
264,1968,overdramatic,1543392682
264,1968,school drama,1543392662
264,1968,teen,1543392646
264,1968,teen movie,1543392650
264,2169,Bromance,1543390879
264,2169,college,1543390862
264,2169,Comedy,1543390896
264,2599,black comedy,1543390703
264,2599,cynical,1543390695
264,2599,dark comedy,1543390683
264,2599,high school,1543390686
264,2599,Reese Witherspoon,1543390713
264,2599,satire,1543390693
264,2599,teen,1543390689
264,2706,comedy,1543391655
264,2706,funny,1543391650
264,2706,high school,1543391657
264,2706,sexuality,1543391653
264,2706,stereotypes,1543391667
264,2706,teen comedy,1543391658
264,2706,Teen movie,1543391663
264,2864,menage a trois,1543390315
264,2864,polygamy,1543390319
264,2888,guilty pleasure,1543390936
264,2888,high school,1543390932
264,2888,teen movie,1543390934
264,2918,1980s,1543392608
264,2918,breaking the fourth wall,1543392614
264,2918,charming,1543392620
264,2918,comedy,1543392603
264,2918,High School,1543392604
264,2918,rebellion,1543392612
264,2918,teen movie,1543392621
264,2959,complicated,1543391306
264,2959,mindfuck,1543391300
264,2959,violence,1543391295
264,3948,comedy,1543393650
264,3948,funny,1543393666
264,3948,funny moments,1543393663
264,3948,mean spirited,1543393659
264,3948,stupid,1543393653
264,4993,tolkien,1543390046
264,34319,cloning,1543390623
264,34319,dystopia,1543390617
264,34319,future,1543390626
264,34319,genetics,1543390629
264,34319,immortality,1543390630
264,35836,comedy,1543391704
264,35836,funny,1543391706
264,35836,geeks,1543391717
264,35836,hilarious,1543393726
264,35836,nerds,1543391716
264,35836,sex,1543391708
